beat_id,rank,origin,asset_id,provider,video_id,query,semantic_score,final_score,width,height,duration,contributor,page_url,filename,status,error
B001,1,library,pexels:29792712,pexels,29792712,misty lake dawn,0.15862430690228937,0.18862430690228937,1920,1080,15.0,Julien Goettelmann,https://www.pexels.com/video/aerial-view-of-misty-forest-in-autumn-29792712/,B001_PEXELS_29792712.mp4,reused,
B001,2,library,pexels:10728079,pexels,10728079,misty lake dawn,0.14975908413529396,0.17975908413529396,3840,2160,96.0,Tom Fisk,https://www.pexels.com/video/fog-over-river-curves-10728079/,B001_PEXELS_10728079.mp4,reused,
B002,1,library,pexels:6508498,pexels,6508498,dew grass blue hour,0.14646011270582676,0.17646011270582676,3840,2160,18.0,Tima Miroshnichenko,https://www.pexels.com/video/close-up-shot-of-leaves-with-water-6508498/,B002_PEXELS_6508498.mp4,reused,
B002,2,library,pixabay:66810,pixabay,66810,dew grass blue hour,0.14435600318014621,0.1743560031801462,3840,2160,28.0,JustYøu,https://pixabay.com/videos/id-66810/,B002_PIXABAY_66810.mp4,reused,
B003,1,library,pexels:14057075,pexels,14057075,misty forest path,0.15912211202581722,0.18912211202581722,2560,1440,20.0,Carsten Link,https://www.pexels.com/video/sunlight-through-trees-14057075/,B003_PEXELS_14057075.mp4,reused,
B003,2,library,pexels:28638604,pexels,28638604,blue hour trail,0.14804148055613042,0.17804148055613042,3840,2160,29.0,K,https://www.pexels.com/video/hiker-walking-through-peaceful-forest-trail-28638604/,B003_PEXELS_28638604.mp4,reused,
B004,1,library,pexels:27546116,pexels,27546116,calm stream dawn,0.17223864063620567,0.20223864063620567,3840,2160,16.0,Ünal Karabiber,https://www.pexels.com/video/a-small-stream-runs-through-a-lush-green-forest-27546116/,B004_PEXELS_27546116.mp4,reused,
B004,2,library,pexels:35214756,pexels,35214756,calm stream dawn,0.16688855417072773,0.19688855417072773,3840,2160,21.0,Acres of Film,https://www.pexels.com/video/tranquil-autumn-stream-with-fallen-leaves-35214756/,B004_PEXELS_35214756.mp4,reused,
B005,1,library,pexels:19711802,pexels,19711802,Bible beside stream dawn,0.16880175736546515,0.19880175736546515,1920,1080,51.0,Anton Atanasov,https://www.pexels.com/video/a-stream-flowing-through-a-forest-in-the-sun-19711802/,B005_PEXELS_19711802.mp4,reused,
B005,2,library,pexels:18209571,pexels,18209571,hands turning Bible,0.16741565331816674,0.19741565331816674,4096,2160,28.0,Matthias Groeneveld,https://www.pexels.com/video/the-sun-shines-through-the-trees-in-a-forest-18209571/,B005_PEXELS_18209571.mp4,reused,
